,filled_template,possible_answers,answer_ix
421,"Q: Is this a valid argument?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
422,"Q: Is this a valid argument?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
423,"Q: Is this a valid argument?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
424,"Q: Is this a valid argument?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
425,"Q: Is this a valid argument?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
426,"Q: Is this a valid argument?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
427,"Q: Is this a valid argument?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
428,"Q: Is this a valid argument?
All children are in a rush.
All children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
429,"Q: Is this a valid argument?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
430,"Q: Is this a valid argument?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
431,"Q: Is this a valid argument?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
432,"Q: Is this a valid argument?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
433,"Q: Is this a valid argument?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
434,"Q: Is this a valid argument?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
435,"Q: Is this a valid argument?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
436,"Q: Is this a valid argument?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
437,"Q: Is this a valid argument?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
438,"Q: Is this a valid argument?
All teenagers are in a rush.
All teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
439,"Q: Is this a valid argument?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
440,"Q: Is this a valid argument?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
441,"Q: Is this a valid argument?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
442,"Q: Is this a valid argument?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
443,"Q: Is this a valid argument?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
444,"Q: Is this a valid argument?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
445,"Q: Is this a valid argument?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
446,"Q: Is this a valid argument?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
447,"Q: Is this a valid argument?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
448,"Q: Is this a valid argument?
All adults are in a rush.
All adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
449,"Q: Is this a valid argument?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
450,"Q: Is this a valid argument?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
451,"Q: Is this a valid argument?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
452,"Q: Is this a valid argument?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
453,"Q: Is this a valid argument?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
454,"Q: Is this a valid argument?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
455,"Q: Is this a valid argument?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
456,"Q: Is this a valid argument?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
457,"Q: Is this a valid argument?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
458,"Q: Is this a valid argument?
All humans are in a rush.
All humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
459,"Q: Is this a valid argument?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
460,"Q: Is this a valid argument?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
461,"Q: Is this a valid argument?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
462,"Q: Is this a valid argument?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
463,"Q: Is this a valid argument?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
464,"Q: Is this a valid argument?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
465,"Q: Is this a valid argument?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
466,"Q: Is this a valid argument?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
467,"Q: Is this a valid argument?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
468,"Q: Is this a valid argument?
All students are in a rush.
All students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
469,"Q: Is this a valid argument?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
470,"Q: Is this a valid argument?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
471,"Q: Is this a valid argument?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
472,"Q: Is this a valid argument?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
473,"Q: Is this a valid argument?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
474,"Q: Is this a valid argument?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
475,"Q: Is this a valid argument?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
476,"Q: Is this a valid argument?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
477,"Q: Is this a valid argument?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
478,"Q: Is this a valid argument?
All boys are in a rush.
All boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
479,"Q: Is this a valid argument?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
480,"Q: Is this a valid argument?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
481,"Q: Is this a valid argument?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
482,"Q: Is this a valid argument?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
483,"Q: Is this a valid argument?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
484,"Q: Is this a valid argument?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
485,"Q: Is this a valid argument?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
486,"Q: Is this a valid argument?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
487,"Q: Is this a valid argument?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
488,"Q: Is this a valid argument?
All girls are in a rush.
All girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
489,"Q: Is this a valid argument?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
490,"Q: Is this a valid argument?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
491,"Q: Is this a valid argument?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
492,"Q: Is this a valid argument?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
493,"Q: Is this a valid argument?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
494,"Q: Is this a valid argument?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
495,"Q: Is this a valid argument?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
496,"Q: Is this a valid argument?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
497,"Q: Is this a valid argument?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
498,"Q: Is this a valid argument?
All people are in a rush.
All people late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
499,"Q: Is this a valid argument?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
500,"Q: Is this argument logically sound?
All men are ambitious.
All men study hard.
Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
501,"Q: Is this argument logically sound?
All men are friendly.
All men smile.
Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
502,"Q: Is this argument logically sound?
All men are angry.
All men frown.
Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
503,"Q: Is this argument logically sound?
All men are brave.
All men face their fears.
Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
504,"Q: Is this argument logically sound?
All men are scared.
All men hide.
Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
505,"Q: Is this argument logically sound?
All men are smart.
All men have good ideas.
Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
506,"Q: Is this argument logically sound?
All men are lazy.
All men do nothing.
Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
507,"Q: Is this argument logically sound?
All men are busy.
All men have no time.
Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
508,"Q: Is this argument logically sound?
All men are in a rush.
All men late.
Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
509,"Q: Is this argument logically sound?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
510,"Q: Is this argument logically sound?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
511,"Q: Is this argument logically sound?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
512,"Q: Is this argument logically sound?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
513,"Q: Is this argument logically sound?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
514,"Q: Is this argument logically sound?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
515,"Q: Is this argument logically sound?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
516,"Q: Is this argument logically sound?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
517,"Q: Is this argument logically sound?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
518,"Q: Is this argument logically sound?
All women are in a rush.
All women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
519,"Q: Is this argument logically sound?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
520,"Q: Is this argument logically sound?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
521,"Q: Is this argument logically sound?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
522,"Q: Is this argument logically sound?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
523,"Q: Is this argument logically sound?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
524,"Q: Is this argument logically sound?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
525,"Q: Is this argument logically sound?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
526,"Q: Is this argument logically sound?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
527,"Q: Is this argument logically sound?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
528,"Q: Is this argument logically sound?
All children are in a rush.
All children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
529,"Q: Is this argument logically sound?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
530,"Q: Is this argument logically sound?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
531,"Q: Is this argument logically sound?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
532,"Q: Is this argument logically sound?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
533,"Q: Is this argument logically sound?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
534,"Q: Is this argument logically sound?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
535,"Q: Is this argument logically sound?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
536,"Q: Is this argument logically sound?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
537,"Q: Is this argument logically sound?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
538,"Q: Is this argument logically sound?
All teenagers are in a rush.
All teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
539,"Q: Is this argument logically sound?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
540,"Q: Is this argument logically sound?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
541,"Q: Is this argument logically sound?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
542,"Q: Is this argument logically sound?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
543,"Q: Is this argument logically sound?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
544,"Q: Is this argument logically sound?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
545,"Q: Is this argument logically sound?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
546,"Q: Is this argument logically sound?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
547,"Q: Is this argument logically sound?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
548,"Q: Is this argument logically sound?
All adults are in a rush.
All adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
549,"Q: Is this argument logically sound?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
550,"Q: Is this argument logically sound?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
551,"Q: Is this argument logically sound?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
552,"Q: Is this argument logically sound?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
553,"Q: Is this argument logically sound?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
554,"Q: Is this argument logically sound?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
555,"Q: Is this argument logically sound?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
556,"Q: Is this argument logically sound?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
557,"Q: Is this argument logically sound?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
558,"Q: Is this argument logically sound?
All humans are in a rush.
All humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
559,"Q: Is this argument logically sound?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
560,"Q: Is this argument logically sound?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
561,"Q: Is this argument logically sound?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
562,"Q: Is this argument logically sound?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
563,"Q: Is this argument logically sound?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
564,"Q: Is this argument logically sound?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
565,"Q: Is this argument logically sound?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
566,"Q: Is this argument logically sound?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
567,"Q: Is this argument logically sound?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
568,"Q: Is this argument logically sound?
All students are in a rush.
All students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
569,"Q: Is this argument logically sound?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
570,"Q: Is this argument logically sound?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
571,"Q: Is this argument logically sound?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
572,"Q: Is this argument logically sound?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
573,"Q: Is this argument logically sound?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
574,"Q: Is this argument logically sound?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
575,"Q: Is this argument logically sound?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
576,"Q: Is this argument logically sound?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
577,"Q: Is this argument logically sound?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
578,"Q: Is this argument logically sound?
All boys are in a rush.
All boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
579,"Q: Is this argument logically sound?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
580,"Q: Is this argument logically sound?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
581,"Q: Is this argument logically sound?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
582,"Q: Is this argument logically sound?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
583,"Q: Is this argument logically sound?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
584,"Q: Is this argument logically sound?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
585,"Q: Is this argument logically sound?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
586,"Q: Is this argument logically sound?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
587,"Q: Is this argument logically sound?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
588,"Q: Is this argument logically sound?
All girls are in a rush.
All girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
589,"Q: Is this argument logically sound?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
590,"Q: Is this argument logically sound?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
591,"Q: Is this argument logically sound?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
592,"Q: Is this argument logically sound?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
593,"Q: Is this argument logically sound?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
594,"Q: Is this argument logically sound?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
595,"Q: Is this argument logically sound?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
596,"Q: Is this argument logically sound?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
597,"Q: Is this argument logically sound?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
598,"Q: Is this argument logically sound?
All people are in a rush.
All people late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
599,"Q: Is this argument logically sound?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
600,"Q: Is this logical argument sound?
All men are ambitious.
All men study hard.
Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
601,"Q: Is this logical argument sound?
All men are friendly.
All men smile.
Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
602,"Q: Is this logical argument sound?
All men are angry.
All men frown.
Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
603,"Q: Is this logical argument sound?
All men are brave.
All men face their fears.
Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
604,"Q: Is this logical argument sound?
All men are scared.
All men hide.
Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
605,"Q: Is this logical argument sound?
All men are smart.
All men have good ideas.
Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
606,"Q: Is this logical argument sound?
All men are lazy.
All men do nothing.
Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
607,"Q: Is this logical argument sound?
All men are busy.
All men have no time.
Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
608,"Q: Is this logical argument sound?
All men are in a rush.
All men late.
Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
609,"Q: Is this logical argument sound?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
610,"Q: Is this logical argument sound?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
611,"Q: Is this logical argument sound?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
612,"Q: Is this logical argument sound?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
613,"Q: Is this logical argument sound?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
614,"Q: Is this logical argument sound?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
615,"Q: Is this logical argument sound?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
616,"Q: Is this logical argument sound?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
617,"Q: Is this logical argument sound?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
618,"Q: Is this logical argument sound?
All women are in a rush.
All women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
619,"Q: Is this logical argument sound?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
620,"Q: Is this logical argument sound?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
621,"Q: Is this logical argument sound?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
622,"Q: Is this logical argument sound?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
623,"Q: Is this logical argument sound?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
624,"Q: Is this logical argument sound?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
625,"Q: Is this logical argument sound?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
626,"Q: Is this logical argument sound?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
627,"Q: Is this logical argument sound?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
628,"Q: Is this logical argument sound?
All children are in a rush.
All children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
629,"Q: Is this logical argument sound?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
630,"Q: Is this logical argument sound?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
631,"Q: Is this logical argument sound?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
632,"Q: Is this logical argument sound?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
633,"Q: Is this logical argument sound?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
